ra,dec
201.79806464118724,-47.63188404123248
201.80763352062164,-47.626138362522724
201.8086074743546,-47.62623376213521
201.81925104425824,-47.62300361172327
201.81579031113012,-47.6178755882456
201.8258391602703,-47.61468572691904
201.8330372051033,-47.614026706652076
201.832392496209,-47.61326905000726
201.82977559218267,-47.61247397749296
201.82428145133733,-47.6087199511715
201.81703102288293,-47.61612142722176
201.83077864004062,-47.615838921566485
201.68672665945297,-47.6893447195395
201.68711344543402,-47.68700994027322
201.69339396591602,-47.69025680303274
201.68927962361153,-47.686589875548776
201.69071558128996,-47.681325586876795
201.69215096527913,-47.67959812094254
201.69421573446786,-47.68006435681128
201.69843247756398,-47.68528721188731
201.70944366879337,-47.668527418412346
201.70272751967644,-47.68222873940581
201.69764628497805,-47.67324717232034
201.70097413102138,-47.67290923430454
201.70325891222612,-47.67197577754966
201.71209299133682,-47.678669738685784
201.71423243478498,-47.67791914725884
201.7135519667262,-47.67204883804311
201.68518491923933,-47.667810585971424
201.66991427112785,-47.67821210283053
201.67066240123472,-47.67565270035397
201.6799288354007,-47.68223630430318
201.67425142828398,-47.67630136171206
201.6750136374519,-47.672044831220646
201.6802160497926,-47.67213741818145
201.68821046516416,-47.67083204278256
201.67738526975927,-47.67100453202001
201.67169767471728,-47.678757502587786
201.70424430224324,-47.6592549328775
201.69773591754372,-47.67264267482899
201.6977216671503,-47.67182184142505
201.69430441202923,-47.6692463983102
201.68813403790006,-47.66294053746619
201.68962847131212,-47.6623125765107
201.69605358347044,-47.662605176519094
201.69391124048227,-47.6594367970783
201.70169582491104,-47.659640279532375
201.703454464163,-47.65444876251525
201.72296529165973,-47.66709023861419
201.71857792123953,-47.66010216300478
201.72280525951825,-47.66072042512408
201.73101035167102,-47.66467748791222
201.72291152348362,-47.65719998055563
201.7288825671772,-47.654420743643264
201.7311482991782,-47.653846823359665
201.7332066973694,-47.66414392891626
201.7236699202057,-47.668229417047364
201.73514893117036,-47.66355069387306
201.7292008725723,-47.65408158070372
201.73891133545197,-47.6560349743349
201.74658752480582,-47.65106105312483
201.74958799635934,-47.6477148979075
201.7426724711397,-47.64610968533051
201.73527121036938,-47.652061462883715
201.73765072897558,-47.64680255503074
201.7491691239473,-47.652749017395934
201.71369437579943,-47.66050715885086
201.7078285118214,-47.654634972627846
201.71170249788605,-47.65650676229156
201.71382123816517,-47.65414806084614
201.71679353390755,-47.655455204423525
201.70928747147605,-47.64917112260403
201.7123085453206,-47.650691474138576
201.71278711451728,-47.64975233835402
201.71342282536668,-47.64722459250697
201.72436419826377,-47.6547656131406
201.7224694267103,-47.65256978673884
201.71854566483165,-47.64663094188499
201.72405841518722,-47.645698539311745
201.71426490405756,-47.66138321244675
201.71763108431583,-47.65163633638519
201.74201529944764,-47.63175379107578
201.74579858209012,-47.634347818001814
201.74296092417535,-47.62798939647518
201.73463937524593,-47.64640262315062
201.7270871773137,-47.638269958749085
201.72965622793308,-47.63941224330435
201.73592252099957,-47.63971775336694
201.73647373472346,-47.63337799234652
201.7444131448821,-47.64050120939193
201.7265238790791,-47.6416605580053
201.6636581843432,-47.6669703619561
201.665542698002,-47.66559736297523
201.66438010398434,-47.66306611530385
201.66545118288707,-47.66300296726289
201.6760326054635,-47.66906481896973
201.67513050292217,-47.66038033392708
201.68007630129657,-47.65972425037861
201.67827546858737,-47.65691736748152
201.68822138684104,-47.66079123161226
201.6872890698016,-47.658205540900425
201.69248328478002,-47.65471095220248
201.6950353020465,-47.6561431845169
201.69386573313736,-47.65097355394584
201.7006761461795,-47.654586864349476
201.6934334291154,-47.646240867033924
201.70088760598085,-47.64292037947301
201.6985158055327,-47.6402474641768
201.69801324935844,-47.65059390269132
201.68654619138601,-47.65476593131153
201.65795108679512,-47.655232075947104
201.66479260226336,-47.65830838561189
201.66188443428675,-47.65451276298703
201.66597015127473,-47.65499571271922
201.66270940850495,-47.652025165703556
201.6731386720546,-47.653521128111
201.67685911117374,-47.64619101820601
201.67525191450753,-47.642592751411485
201.67749972680406,-47.64584960128827
201.67300884736883,-47.64037909154626
201.66644451462838,-47.659598934301215
201.67601925589622,-47.64812700024995
201.6815714853023,-47.64941106628918
201.68227957817007,-47.644655667819464
201.68833495094242,-47.64387863472087
201.69119966285908,-47.64405524879414
201.6910840546753,-47.638534455618235
201.6926028821472,-47.638871248937114
201.69543114039914,-47.63962238042207
201.6953112492777,-47.638901679311246
201.67916734882397,-47.64182278452536
201.67897816355222,-47.63864699187221
201.68682574329455,-47.63814586135392
201.6870845797313,-47.637384618992726
201.68756237816723,-47.64410858382357
201.67587999146843,-47.640813576222286
201.68446011147867,-47.636947515317544
201.69220577979246,-47.63362553023343
201.70832167175146,-47.6491498716818
201.71504090965394,-47.639102596687515
201.709146577844,-47.64748363018284
201.7139442754991,-47.64151386512325
201.70579018881577,-47.646390190945034
201.70512911214243,-47.63574772551992
201.71729466803302,-47.6419659812527
201.71156345587488,-47.63457643658779
201.71629007721324,-47.63140975641628
201.70962784944533,-47.64690015590613
201.7404216931822,-47.62762052361583
201.74028119210345,-47.62391281786077
201.7242408262757,-47.6377000303228
201.72424901191405,-47.635698292337686
201.72601149223843,-47.6358745592331
201.72711414845156,-47.629650820250724
201.7292814944447,-47.62853637742553
201.72976803486242,-47.62289602408484
201.73331389440793,-47.633479250387836
201.72170717732567,-47.6289568216956
201.73734617464734,-47.62600818632078
201.70189230040356,-47.6365615632096
201.6992803658518,-47.62379734561658
201.6992594286875,-47.63189784905748
201.69892087886572,-47.62584559794074
201.70510161918935,-47.62905293373587
201.71154861150936,-47.63128338928424
201.71334823708895,-47.62765479285865
201.7084627251729,-47.625363429741675
201.69734182083903,-47.63010655031133
201.70517820833163,-47.62417086887349
201.70236388280853,-47.62314409576647
201.71059542071578,-47.62344286844819
201.71096473100607,-47.62953484475042
201.73531902003594,-47.61181182548783
201.72591905416255,-47.620967466780726
201.7283556797324,-47.6169422101839
201.73070916529335,-47.60703335205365
201.71596079807455,-47.619395382134584
201.72190188594712,-47.616143186784306
201.72618452200436,-47.605936856851216
201.75075715286627,-47.643961109071306
201.75694644321126,-47.640840704898984
201.75637340198224,-47.64587213790144
201.75749854293247,-47.64483744715783
201.76898620766923,-47.64168331561123
201.76426256358852,-47.64232615798354
201.76329544810451,-47.63911218369432
201.75449229432058,-47.637925599251076
201.7581393976645,-47.6372134293941
201.7627259530871,-47.63323623553535
201.7629203368678,-47.63069020369717
201.753394613765,-47.64269832746938
201.7742548328373,-47.631012431214785
201.78513746385477,-47.61985408856767
201.77847691278325,-47.629029590647455
201.77005388266238,-47.62583623314761
201.7851262670995,-47.6249066441212
201.78800984309228,-47.61962618884558
201.78076422220065,-47.634204575723444
201.7800108570752,-47.620834232473406
201.78817691647473,-47.624323803265
201.7856674457842,-47.624364498529
201.77326454207795,-47.63362214500075
201.78893859550203,-47.62129442688989
201.74695790777324,-47.632785643460295
201.7510765823036,-47.630183051528704
201.74588385065726,-47.63016565218335
201.74940408405683,-47.62960752643959
201.75056984377886,-47.627876137416976
201.76452605897327,-47.62776626712093
201.763719980393,-47.627404610443946
201.74667820379457,-47.62673840802392
201.75937641180872,-47.61919818281394
201.74907235291565,-47.626574248743914
201.7620091966589,-47.62113926938046
201.76763036962407,-47.62059339368717
201.77909330310314,-47.615875302792034
201.77387125335252,-47.61498294142003
201.77377735204598,-47.61187858592735
201.7776467776923,-47.6118043595666
201.78112950544514,-47.60709076162798
201.78149314636218,-47.60485164454773
201.76850666377624,-47.61476725429736
201.76543167662484,-47.617740020902374
201.7840552390861,-47.61268312301976
201.7817438534808,-47.610247345172326
201.76720128213134,-47.61975652405352
201.79445202706736,-47.62549304955949
201.7955031653785,-47.62439496622027
201.7990367677424,-47.61253081963944
201.79513258305028,-47.61189086550913
201.80885514418776,-47.61098116947613
201.79486933380562,-47.6158843956781
201.812077469137,-47.60878692209395
201.82463651395435,-47.60512419302852
201.82135905839536,-47.605072778516806
201.823693913564,-47.60394873590817
201.8255070472806,-47.60050263218146
201.81233222728451,-47.60008478277827
201.812727161804,-47.60019488715157
201.82478618163427,-47.596054951422104
201.82441200261835,-47.59300963247964
201.82093513452165,-47.596450888497294
201.7888347981724,-47.60616987750046
201.79417490128685,-47.60979251004501
201.79900319368915,-47.606267381290415
201.78744775613652,-47.60554412212152
201.78410618316664,-47.602462735027814
201.79078988693348,-47.60189120699032
201.79140423287447,-47.601323768712604
201.79729029128296,-47.59256619825134
201.79711494924194,-47.60692753082114
201.80165124769027,-47.60371394119214
201.78481781569792,-47.60845186531807
201.7831851709418,-47.60427116711015
201.81035859919513,-47.599229451621646
201.81185714870878,-47.59824864211821
201.8105390616679,-47.594823643653804
201.81792145580098,-47.59253557748369
201.80464368762355,-47.592352857659144
201.8139562565422,-47.59223591316237
201.8196394749539,-47.59056006975383
201.82027248106277,-47.58734868619435
201.82159780995104,-47.58601470494198
201.81924864414475,-47.58192732458507
201.8026792386273,-47.595663009883346
201.80281446979336,-47.596294774821025
201.80405063988582,-47.59071054924879
201.80294763600517,-47.58924469392246
201.75083258470366,-47.61715995718207
201.74994110327083,-47.61850535464671
201.74293355026165,-47.61791357553941
201.74710393067988,-47.61208288252459
201.75087857426354,-47.6117432021945
201.7520253584528,-47.609479076530285
201.75345421982678,-47.60777274359409
201.76962875373445,-47.59856963970458
201.76321162257926,-47.605021453952695
201.76226167545414,-47.60994956044468
201.76804941467805,-47.60770223571849
201.75731699443858,-47.60441939617267
201.76910189284956,-47.603107213868405
201.77644874253832,-47.59693871961325
201.7711863539931,-47.59545232147293
201.76147101459404,-47.60547702542129
201.7654972492163,-47.60329198853749
201.74604902536842,-47.607441775716154
201.74156506905277,-47.60608402402497
201.7418733752782,-47.605811915805255
201.74183661619153,-47.60299674100496
201.75258538033574,-47.60278017921329
201.7507370905187,-47.59978608855988
201.75268285766393,-47.59936546930046
201.73794020005514,-47.61166609834641
201.7390546359609,-47.610785896705124
201.7364669108159,-47.601393060655965
201.738876496749,-47.60008040257477
201.74925441642355,-47.592073684151835
201.7443413558822,-47.60689431832416
201.7596554175015,-47.58744995476593
201.75673967815723,-47.59909616904523
201.7552250163286,-47.59783876009787
201.75437005792415,-47.597854597027506
201.75729815509285,-47.597143502225926
201.75177303432991,-47.59430319723251
201.75494431282493,-47.59394709125587
201.76383920571794,-47.59337041613319
201.7603036300013,-47.59269572981892
201.7512239088691,-47.5915770152658
201.75527580089047,-47.58891188600304
201.7693682475856,-47.587330165889774
201.75932321184945,-47.58652702424255
201.76722267931532,-47.58642099473477
201.76204457428335,-47.586161317874954
201.76668003362738,-47.585725351643056
201.7653718882446,-47.585382963472036
201.7681812794242,-47.58018765645032
201.76986595980452,-47.58793478366746
201.77003285295567,-47.58825192572131
201.77657645082036,-47.59122182630821
201.7782010351002,-47.596430823016455
201.79388115535122,-47.59083970314459
201.79122807405093,-47.590651228327054
201.79385648031038,-47.58971961516325
201.78966963691613,-47.588778215498905
201.79459571138872,-47.5859187205408
201.79694465655822,-47.585986476954936
201.78682427198126,-47.58493349176033
201.793324028462,-47.59014206370961
201.81320688936316,-47.56938948316383
201.80163206133238,-47.58274173142812
201.8129933012296,-47.58073526103889
201.81182319830017,-47.57961984271098
201.80179738830245,-47.57874256904871
201.79741913949155,-47.578279369559596
201.81089689140921,-47.57393764764485
201.8048876740243,-47.573859683343635
201.80601033955236,-47.57371346672014
201.81159645842342,-47.57165254649532
201.81309638726896,-47.57069738961631
201.7989505500145,-47.5790914820709
201.80278913009053,-47.58169066148121
201.81275559639613,-47.57189426917442
201.79057992286081,-47.57980366695448
201.79070281440505,-47.576679154126374
201.78706443847477,-47.574268403595894
201.77792240525656,-47.57411945179134
201.778158930526,-47.573778506631406
201.7803141226265,-47.58050060496223
201.79315489898238,-47.573858455422624
201.79153051203028,-47.573672413952956
201.79415802923276,-47.56972228918003
201.80544657893276,-47.56885490661195
201.80188497132906,-47.56267126973151
201.8029609732409,-47.560832133103794
201.79643479015957,-47.56547718564003
201.7960263887006,-47.57609893359852
201.80203455367698,-47.56278935882623
201.79380124896943,-47.57078248236968
201.92517008580913,-47.67557820481802
201.96016218901846,-47.647598007736526
201.96108087815853,-47.64692208511478
201.95612509907264,-47.65406047919232
201.96056675727996,-47.652847675181754
201.9566572523585,-47.655103641341825
201.97574205287955,-47.63753176642198
201.99079872701614,-47.63122962163517
201.99977478732674,-47.621626470894185
201.99727642664178,-47.62393469756347
201.87961402065005,-47.68545025869576
201.88220455086255,-47.68431050150146
201.89363365454713,-47.68730388331172
201.88832476657277,-47.69117226593815
201.87845545083456,-47.6911424018945
201.8797627373989,-47.688842318858875
201.88233753033492,-47.6829201374078
201.89028202947762,-47.68688633403749
201.8796517214947,-47.684348011261754
201.90488239136286,-47.68114001069192
201.90749507534792,-47.67024037704647
201.88934710147458,-47.67707332123351
201.86958280038317,-47.67790880005697
201.8697272414948,-47.67551792078908
201.88130781277272,-47.66766988823912
201.90232489677118,-47.662425116633436
201.8890903291947,-47.6625946388653
201.90430952679492,-47.6625073824616
201.89691738568325,-47.6598960437583
201.89935072322874,-47.66632893833027
201.9080595757855,-47.66479395036839
201.91889914474078,-47.66478363147625
201.93153695081136,-47.660792825239234
201.92840664970615,-47.660096014579665
201.91869089515163,-47.670101608228954
201.92547992834469,-47.6571165150404
201.9299428791261,-47.659421652145255
201.92292549825385,-47.66579754239257
201.94066687303103,-47.65637974042412
201.9498610058783,-47.64405406596326
201.93198784280713,-47.65325568460486
201.94952359189932,-47.64580834733233
201.94720323567913,-47.6422671935625
201.93757631358585,-47.64893183263263
201.91159592024368,-47.65577700762443
201.91505790453814,-47.65746931176111
201.9103438462724,-47.65344519594448
201.91237297778744,-47.647034903331615
201.91995563714062,-47.644319267539345
201.9379470415069,-47.63389787712969
201.9392190341698,-47.64377697339179
201.92967460222215,-47.6439823231703
201.92867043888037,-47.63842154634304
201.935830084956,-47.63233027268919
201.94154366660226,-47.630467906083545
201.9306032316231,-47.64811111101692
201.92886688821883,-47.63810626549382
201.86549627218125,-47.66911599120968
201.87481548513887,-47.66465804936659
201.87797597902247,-47.65777272254515
201.8626939923649,-47.66541929482908
201.87901982387407,-47.65313343282035
201.88746357215484,-47.65468922220356
201.89991053526057,-47.65124945461644
201.89385925736866,-47.6460726848247
201.8976567664237,-47.64036256783828
201.85602698088525,-47.65202185133564
201.87721585611425,-47.653101690661764
201.86119840908904,-47.66073746939384
201.8652147878854,-47.6552635234816
201.85843599935504,-47.65345091532522
201.86932500246635,-47.65367835051556
201.86774144145906,-47.65063170352258
201.85762741571003,-47.654562560737816
201.85686254824037,-47.654543590426194
201.87879141167667,-47.63895043620848
201.88931877032317,-47.639362594419225
201.8943416976292,-47.63464728916321
201.88864649039488,-47.63272759893767
201.8836671901277,-47.642662568432314
201.88442155956415,-47.64111285802535
201.88820686115062,-47.64166218517558
201.88523538848565,-47.64012954098345
201.88475549164713,-47.632568338379535
201.9102027289144,-47.6456195586906
201.9066055411721,-47.63682437901197
201.9329863099145,-47.63141392273429
201.92479864203554,-47.6305737765082
201.93705330275964,-47.629647201190906
201.919298086621,-47.62595063151166
201.93687139356896,-47.626100271222896
201.93335621394962,-47.62503350130773
201.94010660150937,-47.62466292013069
201.93308838974693,-47.62090231439763
201.9188878247046,-47.6277196886937
201.90299428070608,-47.63411095204163
201.90439117604123,-47.629984836133524
201.90899524542195,-47.62037079408118
