phot_g_mean_mag,bp_rp
15.7999735,0.9225426
16.212902,0.87156296
16.667694,0.8540249
16.85187,0.95734024
17.681957,1.09906
17.595491,
19.26259,0.96305466
17.02168,0.8575382
17.073975,0.92071724
16.35559,0.86721516
16.180902,0.87759304
16.50455,0.85715103
17.31222,0.9658642
17.624796,
17.173553,0.8870697
18.18162,
19.990154,1.6226101
17.029963,0.8931351
18.750992,1.1784782
16.099298,0.87800217
18.415907,
18.040503,0.99481773
17.971447,1.0065784
19.43044,1.3598461
16.625021,0.8420601
18.567795,1.1646214
15.735291,0.9187269
17.99904,1.005621
17.827885,1.0035343
17.038818,0.8612919
16.676548,0.90110016
16.62344,0.86257744
18.720545,1.1302128
16.753378,0.87233543
19.489323,1.3973331
17.053314,0.86286926
17.554129,0.9350815
19.687368,1.3593674
19.38879,1.3722076
19.12067,1.2216263
17.174997,0.89811707
18.875916,1.4285793
19.204113,1.244585
18.090742,1.0362701
18.568937,1.060461
17.277706,0.9208336
16.304253,0.8600073
18.742138,1.0787525
19.388414,1.4420891
18.443783,1.127903
16.710377,0.8395424
17.072044,0.88752174
18.505312,1.1379433
18.688013,1.1672268
16.760641,0.8618965
16.675093,0.8623657
17.927443,1.0409145
17.733809,0.97613716
16.683743,0.8899803
17.899096,1.0178108
19.45021,1.3141174
18.516842,1.1051445
17.787838,0.98166084
16.163446,0.8808508
16.290434,0.88146305
17.291157,0.93795204
18.990767,1.3073158
18.178547,1.0832958
19.946571,1.3796787
17.56183,0.9560394
18.467922,1.1362057
18.457542,1.1542568
18.631002,1.1483135
19.387932,1.3639755
17.89804,1.0181732
16.364525,0.83299637
16.792624,0.83833694
17.314734,0.8664646
15.288071,1.0365314
19.40437,
18.46519,1.0613041
15.924591,0.8620291
17.175844,0.8852577
17.319475,0.8993473
16.451561,0.8396988
13.616028,0.18944168
17.325481,0.9229851
16.593512,0.84358215
17.051256,0.89059067
18.455229,1.1022434
16.958696,0.8579502
16.345589,0.83989334
17.894234,0.988554
16.97164,0.85175705
19.656368,1.4217472
17.587074,0.9196243
17.161465,0.917305
17.729282,0.96250343
17.930227,0.93655014
19.359482,1.1516075
18.387339,0.9637356
15.982839,0.8670778
16.99491,0.9026909
18.77922,1.1904259
17.388838,0.9365139
17.296305,0.9868412
17.935715,1.063097
19.607454,1.3704395
18.14594,1.0399818
17.023335,0.8842354
16.231903,0.8760481
19.527754,1.6422958
19.077436,1.2779961
17.090874,
17.80277,
18.57134,
17.710226,0.83281136
17.048222,0.9090996
19.787313,
17.467934,0.92131805
17.744503,1.0127563
18.76095,1.06213
17.70761,0.8695297
18.546148,1.1377392
17.191164,0.910038
18.442688,1.1602688
15.543138,1.0141487
16.61425,0.8790531
17.666552,1.0167866
18.302841,1.0931797
17.28865,1.2689734
17.840866,1.0146847
17.317623,0.91801834
17.443222,0.9526577
17.521597,0.9329872
16.320787,0.8844862
18.548038,1.038393
12.254356,1.2276497
18.66411,1.4188175
17.257212,0.9037323
17.501968,0.9289074
17.665718,0.97206306
13.79523,1.1707354
18.347801,1.0771332
17.216894,0.88342476
17.636236,
16.5438,0.90185547
16.311419,0.8899784
16.466934,0.87908363
16.9777,1.2604694
14.290341,1.1428814
15.007642,1.0934753
13.675952,0.2561159
17.955156,0.983572
19.206652,1.2955742
16.742344,0.8716297
18.031141,1.0197563
17.973577,0.9975643
11.368939,1.3096628
17.104572,0.89470863
16.903105,0.86619186
18.153822,1.0602875
19.605576,1.4649181
17.347466,0.95749474
16.206205,0.8398037
16.737297,0.87288284
18.276407,
16.764149,0.8650856
16.380512,0.8542938
19.585993,1.3703423
17.978617,1.0235138
18.411991,1.1183167
17.85676,0.98280334
17.727917,1.0297947
15.609018,0.97419834
17.603186,0.98122406
15.805015,0.9497433
14.799068,1.1250954
19.224045,1.2552834
19.148603,1.2161407
19.07959,1.289505
15.00487,1.1263599
18.47052,1.2084179
19.583157,1.375452
16.369238,0.84114647
17.980846,1.0723209
17.827555,1.0006943
18.467062,1.1335945
19.05463,1.244627
17.465534,0.951313
17.967485,1.1068707
15.238168,1.1037741
17.558653,0.9388523
18.536997,0.967247
15.980023,0.9017992
18.72195,1.1814461
17.29876,0.8685303
17.312675,0.9163799
17.994383,1.071043
19.824144,1.8310776
17.995771,1.0105076
17.2859,0.8968048
17.572786,0.9867611
19.91014,
15.39704,1.0554161
16.96912,
17.67957,
16.441376,0.85720825
14.368835,1.1313276
16.763311,0.9297943
17.722542,
17.444324,0.94200325
16.442232,0.85363483
17.492928,0.936718
13.2309675,1.2138805
