phot_g_mean_mag,bp_rp
18.43791,0.8302765
18.83413,0.9677563
17.242443,0.7682762
17.58923,0.80439186
17.377417,0.762373
17.203157,0.78862
18.467308,0.821558
18.654509,0.78699493
19.141476,0.70720863
17.943487,0.82777214
19.663017,
18.023907,0.876194
17.330917,0.76756096
19.092415,
18.023684,0.7684097
17.27567,0.7737751
17.500282,0.7783413
17.302473,0.79182625
18.464813,
18.492664,
17.626808,0.761467
19.822378,
16.71803,0.9842434
17.462135,0.80682945
13.552377,1.2707071
18.701242,
12.8781595,1.233326
18.41042,0.85105133
13.774708,1.052309
17.633345,0.7698612
18.65886,0.9084244
19.361008,1.0762768
19.148695,0.8841934
18.573944,
18.644472,0.9233532
17.539474,0.76843643
14.877967,1.1095495
18.755331,0.86325073
18.168335,0.812294
17.704512,0.7345104
17.693098,0.770792
19.773314,1.1570091
14.241937,1.1415977
17.584703,0.8032894
19.719433,
16.929483,0.95451355
17.939083,0.8471527
18.305803,0.88708115
16.248613,1.0369186
18.76709,
14.747324,1.1156368
17.943571,
13.859779,1.0507851
18.479416,0.8229046
16.955168,0.9298096
19.2144,1.3261108
18.262486,
17.878973,0.7360935
16.98426,0.87926865
17.395082,0.7728214
18.117266,0.7411938
18.429255,
14.867755,1.0956345
15.892239,0.974782
13.543067,1.2452831
18.20658,0.7708626
16.450232,1.0451508
18.48675,
18.339169,0.8799324
13.867433,1.0174942
18.599743,
18.951498,
17.580158,0.9124336
15.095196,1.1001282
14.446165,1.1485767
16.227686,1.0164251
13.709707,1.0513296
17.931246,0.6883793
17.337694,1.6465082
18.879515,
16.618656,0.74178886
17.186495,0.7947712
17.54147,0.7747078
17.591032,0.8223076
19.367983,1.0750961
17.194296,0.78726196
16.958042,0.9511795
18.230753,0.7912903
18.717468,
17.358274,0.7561302
17.61289,0.7574463
17.50887,0.5975094
17.174053,0.7837963
16.87169,0.98522186
17.625654,0.75343895
17.516178,0.77685547
17.791296,0.7570648
19.173227,1.0093002
16.160143,1.056983
17.767603,0.77300644
15.297853,1.0722723
19.1084,0.8658104
18.350147,0.88972664
19.133457,0.9962578
17.21491,0.7898445
19.883469,1.0857334
19.315706,0.856657
16.156042,0.9469242
13.893329,1.0736856
18.356512,0.863327
17.497309,0.6937237
16.579659,1.0390863
17.435785,0.7871437
18.296076,0.8466072
19.629501,1.0751953
18.59722,0.82234
18.069052,0.7627678
18.825985,0.8783226
19.83544,1.2200546
19.112907,
19.378265,
19.665579,1.0745716
17.982288,0.8003273
17.024433,0.92230225
19.160421,0.9983864
19.527905,
19.148954,1.0133228
17.134321,0.801424
17.88909,0.7603779
19.297684,1.0009747
17.274763,0.7745552
19.187263,1.2928047
18.721487,0.9045162
18.990868,0.99233055
16.823845,0.98571396
16.697891,0.63899994
18.635113,
19.531858,1.0771751
16.964136,0.96603966
18.448679,0.81427956
18.855217,0.96603584
18.269773,0.8453598
18.685997,0.8305836
18.772459,0.9885483
19.627386,1.1148491
17.71453,0.78546715
19.128187,1.0113735
18.942146,0.92788506
17.578535,0.76919746
18.709713,0.8966732
18.383966,0.8261032
18.019695,0.8038311
18.38628,0.8233814
