ra,dec
327.4244333827862,11.885200070913486
327.29696501945534,11.895936951267267
327.271124274773,11.921751513246068
327.2594511203866,11.944635784680015
327.23082958739104,11.938550358996345
327.2467296495748,11.963263240308082
327.2467461667325,11.971017445854581
327.30257330794115,11.965668413835258
327.31478364964534,11.981598159793155
327.48147473315925,11.882048873043459
327.51273947382526,11.906221491776284
327.5190275813171,11.907161788739739
327.4379900985279,11.948976615717095
327.40724891373026,11.94235988726373
327.44621606595484,11.96596344708467
327.47936430232085,11.96041405400302
327.44778834278003,11.98022591777879
327.5670155739564,11.985468508563834
327.6129602587861,11.99063234963061
327.6211290782543,12.031752316678238
327.59577599966303,12.045703669884553
327.5446931736013,12.077163792253227
327.39403603296597,11.97699647829014
327.42029224510185,11.990371110459181
327.4427905016792,12.022681427497938
327.4364384283815,12.032717156872723
327.32788728492125,12.01552197195679
327.3171305251788,12.027711626086045
327.33780148102113,12.049967894052184
327.43533253920884,12.06377167273531
327.4076717282758,12.069560655719007
327.3654530223536,12.049278824099234
327.5040237479413,12.068655300782952
327.52969037021717,12.076924116971028
327.5303619657219,12.087967957541013
327.553679679769,12.106415186926164
327.52801982899814,12.105737449712864
327.4827943485649,12.117183636178408
327.4757259365505,12.124255159611208
327.46649589742,12.131478179108004
327.23131408292454,11.999126006712078
327.27021379078167,12.028774516114847
327.2451376024444,12.016068898394472
327.20763107759063,12.020141044879887
327.23682603022024,12.08230323641721
327.1652500229007,12.088938831114106
327.1912779667727,12.103119833716137
327.31332157729787,12.032974967587414
327.28258657953614,12.064821476562487
327.2978104457533,12.069106635657718
327.31617334244487,12.083870623485433
327.29109040154026,12.084652598036335
327.2356024516276,12.101253535679241
327.3170185414464,12.133924958855522
327.3240854977421,12.145821134431948
327.3710986599624,12.146045107644095
327.37723748838397,12.1539583046962
327.3813374994411,12.150882720727063
327.4199500076607,12.16788503983018
327.39893952968987,12.18129426150193
327.44266564043653,12.19231421009126
327.33684499803536,12.153538738214992
